geoid,county,state,countystate,L_cc_heatscore,R_heat_worry
46083,Lincoln County,South Dakota,"Lincoln County, South Dakota",60.077,29.054
46085,Lyman County,South Dakota,"Lyman County, South Dakota",57.432,39.515
46087,McCook County,South Dakota,"McCook County, South Dakota",60.6,28.034
46089,McPherson County,South Dakota,"McPherson County, South Dakota",48.466,26.491
46091,Marshall County,South Dakota,"Marshall County, South Dakota",46.519,28.769
46093,Meade County,South Dakota,"Meade County, South Dakota",57.831,29.716
46095,Mellette County,South Dakota,"Mellette County, South Dakota",63.727,43.302
46097,Miner County,South Dakota,"Miner County, South Dakota",59.485,28.445
46099,Minnehaha County,South Dakota,"Minnehaha County, South Dakota",58.387,33.966
46101,Moody County,South Dakota,"Moody County, South Dakota",56.082,31.349
46102,Oglala Lakota County,South Dakota,"Oglala Lakota County, South Dakota",61.825,23.629
46103,Pennington County,South Dakota,"Pennington County, South Dakota",59.028,33.176
46105,Perkins County,South Dakota,"Perkins County, South Dakota",50.535,29.216
46107,Potter County,South Dakota,"Potter County, South Dakota",50.065,29.486
46109,Roberts County,South Dakota,"Roberts County, South Dakota",50.39,33.95
46111,Sanborn County,South Dakota,"Sanborn County, South Dakota",57.736,29.321
46115,Spink County,South Dakota,"Spink County, South Dakota",49.568,28.662
46117,Stanley County,South Dakota,"Stanley County, South Dakota",57.076,34.34
46119,Sully County,South Dakota,"Sully County, South Dakota",52.957,30.275
46121,Todd County,South Dakota,"Todd County, South Dakota",61.825,46.299
46123,Tripp County,South Dakota,"Tripp County, South Dakota",63.086,37.477
46125,Turner County,South Dakota,"Turner County, South Dakota",64.123,28.784
46127,Union County,South Dakota,"Union County, South Dakota",66.812,30.02
46129,Walworth County,South Dakota,"Walworth County, South Dakota",51.577,31.288
46135,Yankton County,South Dakota,"Yankton County, South Dakota",65.974,31.66
46137,Ziebach County,South Dakota,"Ziebach County, South Dakota",52,45.229
47001,Anderson County,Tennessee,"Anderson County, Tennessee",86.703,41.462
47003,Bedford County,Tennessee,"Bedford County, Tennessee",89.09,37.996
47005,Benton County,Tennessee,"Benton County, Tennessee",87.908,33.518
47007,Bledsoe County,Tennessee,"Bledsoe County, Tennessee",82.478,34.182
47009,Blount County,Tennessee,"Blount County, Tennessee",89.483,38.299
47011,Bradley County,Tennessee,"Bradley County, Tennessee",88,37.837
47013,Campbell County,Tennessee,"Campbell County, Tennessee",83.289,37.795
47015,Cannon County,Tennessee,"Cannon County, Tennessee",86.539,34.326
47017,Carroll County,Tennessee,"Carroll County, Tennessee",89.343,38.242
47019,Carter County,Tennessee,"Carter County, Tennessee",82.326,31.79
47021,Cheatham County,Tennessee,"Cheatham County, Tennessee",87.116,32.589
47023,Chester County,Tennessee,"Chester County, Tennessee",92.046,35.504
47025,Claiborne County,Tennessee,"Claiborne County, Tennessee",83.28,35.298
47027,Clay County,Tennessee,"Clay County, Tennessee",85.412,33.673
47029,Cocke County,Tennessee,"Cocke County, Tennessee",86.672,33.763
47031,Coffee County,Tennessee,"Coffee County, Tennessee",89.989,36.306
47033,Crockett County,Tennessee,"Crockett County, Tennessee",94.694,40.328
47035,Cumberland County,Tennessee,"Cumberland County, Tennessee",79.846,33.273
47037,Davidson County,Tennessee,"Davidson County, Tennessee",91.015,53.328
47039,Decatur County,Tennessee,"Decatur County, Tennessee",90.867,32.417
47041,Dekalb County,Tennessee,"DeKalb County, Tennessee",86.157,36.426
47043,Dickson County,Tennessee,"Dickson County, Tennessee",89.872,34.872
47045,Dyer County,Tennessee,"Dyer County, Tennessee",93.788,39.738
47047,Fayette County,Tennessee,"Fayette County, Tennessee",93.375,40.435
47049,Fentress County,Tennessee,"Fentress County, Tennessee",83.717,34.064
47051,Franklin County,Tennessee,"Franklin County, Tennessee",90.004,35.084
47053,Gibson County,Tennessee,"Gibson County, Tennessee",91.086,42.471
47055,Giles County,Tennessee,"Giles County, Tennessee",88.771,35.614
47057,Grainger County,Tennessee,"Grainger County, Tennessee",84.594,35.657
47059,Greene County,Tennessee,"Greene County, Tennessee",87.038,35.354
47061,Grundy County,Tennessee,"Grundy County, Tennessee",86.468,32.972
47063,Hamblen County,Tennessee,"Hamblen County, Tennessee",84.901,40.404
47065,Hamilton County,Tennessee,"Hamilton County, Tennessee",88.495,45.22
47067,Hancock County,Tennessee,"Hancock County, Tennessee",83.017,34.082
47069,Hardeman County,Tennessee,"Hardeman County, Tennessee",92.131,43.145
47071,Hardin County,Tennessee,"Hardin County, Tennessee",91.993,37.198
47073,Hawkins County,Tennessee,"Hawkins County, Tennessee",86.136,35.882
47075,Haywood County,Tennessee,"Haywood County, Tennessee",94.78,46.857
47077,Henderson County,Tennessee,"Henderson County, Tennessee",91.151,36.682
47079,Henry County,Tennessee,"Henry County, Tennessee",88.25,39.018
47081,Hickman County,Tennessee,"Hickman County, Tennessee",89.967,33.699
47083,Houston County,Tennessee,"Houston County, Tennessee",86.589,32.99
47085,Humphreys County,Tennessee,"Humphreys County, Tennessee",86.949,34.342
47087,Jackson County,Tennessee,"Jackson County, Tennessee",86.941,36.1
47089,Jefferson County,Tennessee,"Jefferson County, Tennessee",84.446,36.308
47091,Johnson County,Tennessee,"Johnson County, Tennessee",73.404,28.482
47093,Knox County,Tennessee,"Knox County, Tennessee",88.583,45.426
47095,Lake County,Tennessee,"Lake County, Tennessee",92.371,42.315
47097,Lauderdale County,Tennessee,"Lauderdale County, Tennessee",94,41.786
47099,Lawrence County,Tennessee,"Lawrence County, Tennessee",88.43,33.007
47101,Lewis County,Tennessee,"Lewis County, Tennessee",87.842,32.016
47103,Lincoln County,Tennessee,"Lincoln County, Tennessee",88.202,33.82
47105,Loudon County,Tennessee,"Loudon County, Tennessee",86.409,38.243
47107,McMinn County,Tennessee,"McMinn County, Tennessee",85.131,37.127
47109,McNairy County,Tennessee,"McNairy County, Tennessee",91.657,35.351
47111,Macon County,Tennessee,"Macon County, Tennessee",87.231,33.745
47113,Madison County,Tennessee,"Madison County, Tennessee",92.937,43.859
47115,Marion County,Tennessee,"Marion County, Tennessee",87.659,32.542
47117,Marshall County,Tennessee,"Marshall County, Tennessee",87.606,34.345
47119,Maury County,Tennessee,"Maury County, Tennessee",88.073,37.185
47121,Meigs County,Tennessee,"Meigs County, Tennessee",86.086,34.998
47123,Monroe County,Tennessee,"Monroe County, Tennessee",86.616,36.36
47125,Montgomery County,Tennessee,"Montgomery County, Tennessee",86.104,41.108
47127,Moore County,Tennessee,"Moore County, Tennessee",90.265,31.801
47129,Morgan County,Tennessee,"Morgan County, Tennessee",84.11,34.099
47131,Obion County,Tennessee,"Obion County, Tennessee",91.305,40.791
47133,Overton County,Tennessee,"Overton County, Tennessee",84.411,33.83
47135,Perry County,Tennessee,"Perry County, Tennessee",88.28,32.518
47137,Pickett County,Tennessee,"Pickett County, Tennessee",84.908,32.089
47139,Polk County,Tennessee,"Polk County, Tennessee",85.648,34.01
47141,Putnam County,Tennessee,"Putnam County, Tennessee",86.273,38.226
47143,Rhea County,Tennessee,"Rhea County, Tennessee",83.841,35.493
47145,Roane County,Tennessee,"Roane County, Tennessee",85.189,38.546
47147,Robertson County,Tennessee,"Robertson County, Tennessee",87.267,37.452
47149,Rutherford County,Tennessee,"Rutherford County, Tennessee",90.25,41.505
47151,Scott County,Tennessee,"Scott County, Tennessee",82.102,31.545
47153,Sequatchie County,Tennessee,"Sequatchie County, Tennessee",85.048,33.343
47155,Sevier County,Tennessee,"Sevier County, Tennessee",83.87,36.905
47157,Shelby County,Tennessee,"Shelby County, Tennessee",97.391,48.809
47159,Smith County,Tennessee,"Smith County, Tennessee",87.803,34.036
47161,Stewart County,Tennessee,"Stewart County, Tennessee",85.337,33.737
47163,Sullivan County,Tennessee,"Sullivan County, Tennessee",85.981,38.1
47165,Sumner County,Tennessee,"Sumner County, Tennessee",89.498,38.179
47167,Tipton County,Tennessee,"Tipton County, Tennessee",94.544,42.573
47169,Trousdale County,Tennessee,"Trousdale County, Tennessee",88.242,37.831
47171,Unicoi County,Tennessee,"Unicoi County, Tennessee",80.646,31.431
47173,Union County,Tennessee,"Union County, Tennessee",85.122,35.693
47175,Van Buren County,Tennessee,"Van Buren County, Tennessee",84.377,34.004
47177,Warren County,Tennessee,"Warren County, Tennessee",87.975,35.95
47179,Washington County,Tennessee,"Washington County, Tennessee",85.482,36.838
47181,Wayne County,Tennessee,"Wayne County, Tennessee",87.663,35.621
47183,Weakley County,Tennessee,"Weakley County, Tennessee",90.927,36.497
47185,White County,Tennessee,"White County, Tennessee",84.473,35.58
47187,Williamson County,Tennessee,"Williamson County, Tennessee",89.292,35.944
47189,Wilson County,Tennessee,"Wilson County, Tennessee",89.487,37.635
48001,Anderson County,Texas,"Anderson County, Texas",91.16,57.06
48003,Andrews County,Texas,"Andrews County, Texas",90,58.988
48005,Angelina County,Texas,"Angelina County, Texas",96.096,57.586
48007,Aransas County,Texas,"Aransas County, Texas",97.003,53.651
48009,Archer County,Texas,"Archer County, Texas",91.224,50.335
48011,Armstrong County,Texas,"Armstrong County, Texas",86.986,43.164
48013,Atascosa County,Texas,"Atascosa County, Texas",99.906,58.457
48015,Austin County,Texas,"Austin County, Texas",98.483,55.806
48017,Bailey County,Texas,"Bailey County, Texas",87.993,52.622
48019,Bandera County,Texas,"Bandera County, Texas",94.77,49.775
48021,Bastrop County,Texas,"Bastrop County, Texas",98.455,59.17
48023,Baylor County,Texas,"Baylor County, Texas",94,52.007
48025,Bee County,Texas,"Bee County, Texas",98.688,60.264
48027,Bell County,Texas,"Bell County, Texas",98.792,59.839
48029,Bexar County,Texas,"Bexar County, Texas",99.809,65.208
48031,Blanco County,Texas,"Blanco County, Texas",93.167,49.285
48033,Borden County,Texas,"Borden County, Texas",90.987,49.104
48035,Bosque County,Texas,"Bosque County, Texas",95.337,53.267
48037,Bowie County,Texas,"Bowie County, Texas",93.977,52.653
48039,Brazoria County,Texas,"Brazoria County, Texas",95.92,52.083
48041,Brazos County,Texas,"Brazos County, Texas",95.221,57.42
48043,Brewster County,Texas,"Brewster County, Texas",87.102,58.192
48045,Briscoe County,Texas,"Briscoe County, Texas",88.696,47.892
48047,Brooks County,Texas,"Brooks County, Texas",100,66.538
48049,Brown County,Texas,"Brown County, Texas",94.914,56.534
48051,Burleson County,Texas,"Burleson County, Texas",98.328,52.893
48053,Burnet County,Texas,"Burnet County, Texas",99.133,49.464
48055,Caldwell County,Texas,"Caldwell County, Texas",97.906,62.074
48057,Calhoun County,Texas,"Calhoun County, Texas",94.758,53.966
48059,Callahan County,Texas,"Callahan County, Texas",93.28,47.976
48061,Cameron County,Texas,"Cameron County, Texas",99.055,70.627
48063,Camp County,Texas,"Camp County, Texas",94.608,55.518
48065,Carson County,Texas,"Carson County, Texas",86.399,42.881
48067,Cass County,Texas,"Cass County, Texas",96.581,54.825
48069,Castro County,Texas,"Castro County, Texas",86.78,52.416
48071,Chambers County,Texas,"Chambers County, Texas",95.279,50.527
48073,Cherokee County,Texas,"Cherokee County, Texas",90.412,55.905
48075,Childress County,Texas,"Childress County, Texas",91.988,55.069
48077,Clay County,Texas,"Clay County, Texas",89.937,51.361
48079,Cochran County,Texas,"Cochran County, Texas",88.018,53.302
48081,Coke County,Texas,"Coke County, Texas",95.802,51.891
48083,Coleman County,Texas,"Coleman County, Texas",97.25,51.544
48085,Collin County,Texas,"Collin County, Texas",93.286,61.001
48087,Collingsworth County,Texas,"Collingsworth County, Texas",90.885,55.435
48089,Colorado County,Texas,"Colorado County, Texas",95.954,55.278
48091,Comal County,Texas,"Comal County, Texas",98.111,53.479
48093,Comanche County,Texas,"Comanche County, Texas",95.753,51.579
48095,Concho County,Texas,"Concho County, Texas",94.068,54.998
48097,Cooke County,Texas,"Cooke County, Texas",90.093,54.39
48099,Coryell County,Texas,"Coryell County, Texas",96.516,61.864
48101,Cottle County,Texas,"Cottle County, Texas",92.86,53.472
48103,Crane County,Texas,"Crane County, Texas",89.046,61.388
48105,Crockett County,Texas,"Crockett County, Texas",96,58.808
48107,Crosby County,Texas,"Crosby County, Texas",92.206,53.857
48109,Culberson County,Texas,"Culberson County, Texas",83,60.752
48111,Dallam County,Texas,"Dallam County, Texas",83.956,50.123
48113,Dallas County,Texas,"Dallas County, Texas",94.942,64.991
48115,Dawson County,Texas,"Dawson County, Texas",89.053,58.772
48117,Deaf Smith County,Texas,"Deaf Smith County, Texas",82.069,55.316
48119,Delta County,Texas,"Delta County, Texas",90.077,49.743
48121,Denton County,Texas,"Denton County, Texas",92.695,63.005
48123,Dewitt County,Texas,"DeWitt County, Texas",95.245,58.796
48125,Dickens County,Texas,"Dickens County, Texas",91.847,52.101
48127,Dimmit County,Texas,"Dimmit County, Texas",100,67.187
48129,Donley County,Texas,"Donley County, Texas",86.368,49.718
48131,Duval County,Texas,"Duval County, Texas",99.06,66.421
48133,Eastland County,Texas,"Eastland County, Texas",93.063,53.924
48135,Ector County,Texas,"Ector County, Texas",90.984,61.475
48137,Edwards County,Texas,"Edwards County, Texas",91.639,52.98
48139,Ellis County,Texas,"Ellis County, Texas",96.777,55.288
48141,El Paso County,Texas,"El Paso County, Texas",78.31,67.723
48143,Erath County,Texas,"Erath County, Texas",95.115,55.6
48145,Falls County,Texas,"Falls County, Texas",92.817,58.385
48147,Fannin County,Texas,"Fannin County, Texas",91.188,51.895
48149,Fayette County,Texas,"Fayette County, Texas",95.564,56.759
48151,Fisher County,Texas,"Fisher County, Texas",92.597,51.248
48153,Floyd County,Texas,"Floyd County, Texas",89.84,52.172
48155,Foard County,Texas,"Foard County, Texas",93.972,54.089
48157,Fort Bend County,Texas,"Fort Bend County, Texas",98.359,56.986
48159,Franklin County,Texas,"Franklin County, Texas",91.62,49.732
48161,Freestone County,Texas,"Freestone County, Texas",94.368,58.902
48163,Frio County,Texas,"Frio County, Texas",99.228,65.573
48165,Gaines County,Texas,"Gaines County, Texas",89.969,54.612
48167,Galveston County,Texas,"Galveston County, Texas",93.674,56.44
48169,Garza County,Texas,"Garza County, Texas",92.016,54.613
48171,Gillespie County,Texas,"Gillespie County, Texas",91.827,49.107
48173,Glasscock County,Texas,"Glasscock County, Texas",92,51.823
48175,Goliad County,Texas,"Goliad County, Texas",93.067,55.493
48177,Gonzales County,Texas,"Gonzales County, Texas",97.147,60.171
48179,Gray County,Texas,"Gray County, Texas",84.169,49.654
48181,Grayson County,Texas,"Grayson County, Texas",91.296,53.331
48183,Gregg County,Texas,"Gregg County, Texas",93.857,57.482
48185,Grimes County,Texas,"Grimes County, Texas",97.009,57.276
48187,Guadalupe County,Texas,"Guadalupe County, Texas",99.392,59.683
48189,Hale County,Texas,"Hale County, Texas",91.079,56.543
48191,Hall County,Texas,"Hall County, Texas",89.392,54.44
48193,Hamilton County,Texas,"Hamilton County, Texas",94.066,50.72
48195,Hansford County,Texas,"Hansford County, Texas",84.663,52.113
48197,Hardeman County,Texas,"Hardeman County, Texas",93.851,53.826
48199,Hardin County,Texas,"Hardin County, Texas",98.697,46.414
48201,Harris County,Texas,"Harris County, Texas",98.875,61.952
48203,Harrison County,Texas,"Harrison County, Texas",95.05,53.799
48205,Hartley County,Texas,"Hartley County, Texas",84.05,47.205
48207,Haskell County,Texas,"Haskell County, Texas",94.643,56.096
48209,Hays County,Texas,"Hays County, Texas",97.68,59.896
48211,Hemphill County,Texas,"Hemphill County, Texas",84.072,51.057
48213,Henderson County,Texas,"Henderson County, Texas",91.38,60.67
48215,Hidalgo County,Texas,"Hidalgo County, Texas",99.89,70.295
48217,Hill County,Texas,"Hill County, Texas",97.06,58.597
48219,Hockley County,Texas,"Hockley County, Texas",90.24,54.909
48221,Hood County,Texas,"Hood County, Texas",93.585,52.107
48223,Hopkins County,Texas,"Hopkins County, Texas",89.253,51.391
48225,Houston County,Texas,"Houston County, Texas",93.954,53.486
48227,Howard County,Texas,"Howard County, Texas",92,58.704
48229,Hudspeth County,Texas,"Hudspeth County, Texas",81.449,62.727
48231,Hunt County,Texas,"Hunt County, Texas",90.604,59.394
48233,Hutchinson County,Texas,"Hutchinson County, Texas",83.835,49.978
48235,Irion County,Texas,"Irion County, Texas",95.177,50.729
48237,Jack County,Texas,"Jack County, Texas",93.972,56.051
48239,Jackson County,Texas,"Jackson County, Texas",97.903,52.946
48241,Jasper County,Texas,"Jasper County, Texas",98.301,50.897
48243,Jeff Davis County,Texas,"Jeff Davis County, Texas",83,44.262
48245,Jefferson County,Texas,"Jefferson County, Texas",98.7,57.833
48247,Jim Hogg County,Texas,"Jim Hogg County, Texas",100,66.242
48249,Jim Wells County,Texas,"Jim Wells County, Texas",99.225,64.837
48251,Johnson County,Texas,"Johnson County, Texas",94.723,57.389
48253,Jones County,Texas,"Jones County, Texas",92.942,56.41
48255,Karnes County,Texas,"Karnes County, Texas",97.469,61.543
48257,Kaufman County,Texas,"Kaufman County, Texas",94.363,51.904
48259,Kendall County,Texas,"Kendall County, Texas",94.984,49.6
48261,Kenedy County,Texas,"Kenedy County, Texas",99,63.039
48263,Kent County,Texas,"Kent County, Texas",91.291,48.933
48265,Kerr County,Texas,"Kerr County, Texas",90.958,49.982
48267,Kimble County,Texas,"Kimble County, Texas",89.012,48.513
48269,King County,Texas,"King County, Texas",92.871,51.313
48271,Kinney County,Texas,"Kinney County, Texas",98.006,58.871
48273,Kleberg County,Texas,"Kleberg County, Texas",99.933,65.227
48275,Knox County,Texas,"Knox County, Texas",95.251,55.057
48277,Lamar County,Texas,"Lamar County, Texas",90.083,52.973
48279,Lamb County,Texas,"Lamb County, Texas",90.318,52.981
48281,Lampasas County,Texas,"Lampasas County, Texas",96.905,49.987
48283,La Salle County,Texas,"La Salle County, Texas",100,65.814
48285,Lavaca County,Texas,"Lavaca County, Texas",93.681,53.906
48287,Lee County,Texas,"Lee County, Texas",98.868,53.442
48289,Leon County,Texas,"Leon County, Texas",93.035,54.583
48291,Liberty County,Texas,"Liberty County, Texas",95.687,52.671
48293,Limestone County,Texas,"Limestone County, Texas",95.053,59.314
48295,Lipscomb County,Texas,"Lipscomb County, Texas",83.129,49.886
48297,Live Oak County,Texas,"Live Oak County, Texas",99.984,57.783
48299,Llano County,Texas,"Llano County, Texas",96.649,50.927
48301,Loving County,Texas,"Loving County, Texas",86,46.888
48303,Lubbock County,Texas,"Lubbock County, Texas",91.972,57.819
48305,Lynn County,Texas,"Lynn County, Texas",92.134,53.63
48307,McCulloch County,Texas,"McCulloch County, Texas",93.063,53.205
48309,McLennan County,Texas,"McLennan County, Texas",97.215,59.455
48311,McMullen County,Texas,"McMullen County, Texas",100,59.331
48313,Madison County,Texas,"Madison County, Texas",96.111,57.323
48315,Marion County,Texas,"Marion County, Texas",97.287,53.259
48317,Martin County,Texas,"Martin County, Texas",92.006,54.756
48319,Mason County,Texas,"Mason County, Texas",92.93,51.095
48321,Matagorda County,Texas,"Matagorda County, Texas",96.261,51.581
48323,Maverick County,Texas,"Maverick County, Texas",100,68.629
48325,Medina County,Texas,"Medina County, Texas",98.532,59.453
48327,Menard County,Texas,"Menard County, Texas",89.342,52.26
48329,Midland County,Texas,"Midland County, Texas",91.854,59.616
48331,Milam County,Texas,"Milam County, Texas",97.353,55.186
48333,Mills County,Texas,"Mills County, Texas",92.644,51.782
48335,Mitchell County,Texas,"Mitchell County, Texas",92.001,56.865
48337,Montague County,Texas,"Montague County, Texas",90.959,53.551
48339,Montgomery County,Texas,"Montgomery County, Texas",96.281,52.421
48341,Moore County,Texas,"Moore County, Texas",82.156,53.528
48343,Morris County,Texas,"Morris County, Texas",96.64,55.267
48345,Motley County,Texas,"Motley County, Texas",89.017,49.754
48347,Nacogdoches County,Texas,"Nacogdoches County, Texas",93.921,52.087
48349,Navarro County,Texas,"Navarro County, Texas",97.021,60.216
48351,Newton County,Texas,"Newton County, Texas",98.184,50.154
48353,Nolan County,Texas,"Nolan County, Texas",93.892,57.269
48355,Nueces County,Texas,"Nueces County, Texas",96.237,59.931
48357,Ochiltree County,Texas,"Ochiltree County, Texas",84.011,54.994
48359,Oldham County,Texas,"Oldham County, Texas",85.179,45.24
48361,Orange County,Texas,"Orange County, Texas",99,48.271
48363,Palo Pinto County,Texas,"Palo Pinto County, Texas",96.702,57.565
48365,Panola County,Texas,"Panola County, Texas",92.955,50.4
48367,Parker County,Texas,"Parker County, Texas",94.047,51.997
48369,Parmer County,Texas,"Parmer County, Texas",85.973,50.951
48371,Pecos County,Texas,"Pecos County, Texas",89.015,62.042
48373,Polk County,Texas,"Polk County, Texas",95.11,55.031
48375,Potter County,Texas,"Potter County, Texas",86.619,53.37
48377,Presidio County,Texas,"Presidio County, Texas",89.951,66.657
48379,Rains County,Texas,"Rains County, Texas",88.031,49.873
48381,Randall County,Texas,"Randall County, Texas",83.862,50.107
48383,Reagan County,Texas,"Reagan County, Texas",93.981,59.01
48385,Real County,Texas,"Real County, Texas",92.564,49.561
48387,Red River County,Texas,"Red River County, Texas",91.406,50.246
48389,Reeves County,Texas,"Reeves County, Texas",86,64.407
48391,Refugio County,Texas,"Refugio County, Texas",95.924,56.272
48393,Roberts County,Texas,"Roberts County, Texas",84.859,43.469
48395,Robertson County,Texas,"Robertson County, Texas",92.004,57.813
48397,Rockwall County,Texas,"Rockwall County, Texas",92.796,55.134
48399,Runnels County,Texas,"Runnels County, Texas",96.825,52.731
48401,Rusk County,Texas,"Rusk County, Texas",91.699,49.841
48403,Sabine County,Texas,"Sabine County, Texas",94.895,45.15
48405,San Augustine County,Texas,"San Augustine County, Texas",93.877,52.573
48407,San Jacinto County,Texas,"San Jacinto County, Texas",94.702,52.624
48409,San Patricio County,Texas,"San Patricio County, Texas",97.827,57.853
48411,San Saba County,Texas,"San Saba County, Texas",92.179,53.662
48413,Schleicher County,Texas,"Schleicher County, Texas",93.17,54.209
48415,Scurry County,Texas,"Scurry County, Texas",92.071,57.005
48417,Shackelford County,Texas,"Shackelford County, Texas",89.882,52.018
48419,Shelby County,Texas,"Shelby County, Texas",91.547,52.214
48421,Sherman County,Texas,"Sherman County, Texas",84.052,49.888
48423,Smith County,Texas,"Smith County, Texas",89.768,51.747
48425,Somervell County,Texas,"Somervell County, Texas",92.99,56.42
48427,Starr County,Texas,"Starr County, Texas",100,70.882
48429,Stephens County,Texas,"Stephens County, Texas",92.12,57.669
48431,Sterling County,Texas,"Sterling County, Texas",94,51.131
48433,Stonewall County,Texas,"Stonewall County, Texas",89.17,52.006
48435,Sutton County,Texas,"Sutton County, Texas",93.954,55.833
48437,Swisher County,Texas,"Swisher County, Texas",88.469,49.861
48439,Tarrant County,Texas,"Tarrant County, Texas",94.876,64.75
48441,Taylor County,Texas,"Taylor County, Texas",92.592,58.223
48443,Terrell County,Texas,"Terrell County, Texas",90.9,55.906
48445,Terry County,Texas,"Terry County, Texas",89.123,56.328
48447,Throckmorton County,Texas,"Throckmorton County, Texas",92.055,50.32
48449,Titus County,Texas,"Titus County, Texas",93.091,57.649
48451,Tom Green County,Texas,"Tom Green County, Texas",96.235,64.18
48453,Travis County,Texas,"Travis County, Texas",98.424,65.128
48455,Trinity County,Texas,"Trinity County, Texas",96.33,53.742
48457,Tyler County,Texas,"Tyler County, Texas",97.158,51.641
48459,Upshur County,Texas,"Upshur County, Texas",93.635,51.709
48461,Upton County,Texas,"Upton County, Texas",91.704,57.562
48463,Uvalde County,Texas,"Uvalde County, Texas",97.343,64.497
48465,Val Verde County,Texas,"Val Verde County, Texas",99,68.263
48467,Van Zandt County,Texas,"Van Zandt County, Texas",90.621,51.373
48469,Victoria County,Texas,"Victoria County, Texas",93.348,60.8
48471,Walker County,Texas,"Walker County, Texas",98.296,57.296
48473,Waller County,Texas,"Waller County, Texas",98.626,57.109
48475,Ward County,Texas,"Ward County, Texas",85,58.641
48477,Washington County,Texas,"Washington County, Texas",98.987,57.051
48479,Webb County,Texas,"Webb County, Texas",99.022,72.791
48481,Wharton County,Texas,"Wharton County, Texas",98.902,55.86
48483,Wheeler County,Texas,"Wheeler County, Texas",88.375,51.733
48485,Wichita County,Texas,"Wichita County, Texas",90.586,52.006
48487,Wilbarger County,Texas,"Wilbarger County, Texas",92.007,57.436
48489,Willacy County,Texas,"Willacy County, Texas",100,65.684
48491,Williamson County,Texas,"Williamson County, Texas",99.54,59.739
48493,Wilson County,Texas,"Wilson County, Texas",99.871,57.705
48495,Winkler County,Texas,"Winkler County, Texas",90,58.728
48497,Wise County,Texas,"Wise County, Texas",91.414,52.114
48499,Wood County,Texas,"Wood County, Texas",89.546,49.322
48501,Yoakum County,Texas,"Yoakum County, Texas",88.939,54.353
48503,Young County,Texas,"Young County, Texas",93.765,54.864
48505,Zapata County,Texas,"Zapata County, Texas",100,69.137
48507,Zavala County,Texas,"Zavala County, Texas",100,65.671
49001,Beaver County,Utah,"Beaver County, Utah",67.872,35.841
49003,Box Elder County,Utah,"Box Elder County, Utah",68.485,33.069
49005,Cache County,Utah,"Cache County, Utah",68.104,37.523
49007,Carbon County,Utah,"Carbon County, Utah",61.14,35.604
49009,Daggett County,Utah,"Daggett County, Utah",57,27.423
49011,Davis County,Utah,"Davis County, Utah",71.64,45.664
49013,Duchesne County,Utah,"Duchesne County, Utah",65.59,37.093
49015,Emery County,Utah,"Emery County, Utah",67.666,35.717
49017,Garfield County,Utah,"Garfield County, Utah",67.338,31.019
49019,Grand County,Utah,"Grand County, Utah",69.99,40.31
49021,Iron County,Utah,"Iron County, Utah",71.081,37.076
49023,Juab County,Utah,"Juab County, Utah",67.488,38.582
49025,Kane County,Utah,"Kane County, Utah",76.29,39.483
49027,Millard County,Utah,"Millard County, Utah",73.199,43.233
49029,Morgan County,Utah,"Morgan County, Utah",61.969,30.758
49031,Piute County,Utah,"Piute County, Utah",62.172,30.266
49033,Rich County,Utah,"Rich County, Utah",55,29.017
49035,Salt Lake County,Utah,"Salt Lake County, Utah",75.726,55.234
49037,San Juan County,Utah,"San Juan County, Utah",71.306,48.206
49039,Sanpete County,Utah,"Sanpete County, Utah",63.379,31.444
49041,Sevier County,Utah,"Sevier County, Utah",62.71,31.2
49043,Summit County,Utah,"Summit County, Utah",61.702,33.11
49045,Tooele County,Utah,"Tooele County, Utah",70.448,40.518
49047,Uintah County,Utah,"Uintah County, Utah",68.955,38.386
49049,Utah County,Utah,"Utah County, Utah",68.773,40.8
49051,Wasatch County,Utah,"Wasatch County, Utah",58.416,32.507
49053,Washington County,Utah,"Washington County, Utah",80.816,50.286
49055,Wayne County,Utah,"Wayne County, Utah",74.382,43.424
49057,Weber County,Utah,"Weber County, Utah",71.912,48.36
50001,Addison County,Vermont,"Addison County, Vermont",53.26,26.672
50003,Bennington County,Vermont,"Bennington County, Vermont",51.867,26.954
50005,Caledonia County,Vermont,"Caledonia County, Vermont",44.069,29.11
50007,Chittenden County,Vermont,"Chittenden County, Vermont",52.036,34.724
50009,Essex County,Vermont,"Essex County, Vermont",44.033,21.053
50011,Franklin County,Vermont,"Franklin County, Vermont",49.364,23.295
50013,Grand Isle County,Vermont,"Grand Isle County, Vermont",49.976,27.427
50015,Lamoille County,Vermont,"Lamoille County, Vermont",47.179,25.28
50017,Orange County,Vermont,"Orange County, Vermont",46,25.182
50019,Orleans County,Vermont,"Orleans County, Vermont",46.361,22.927
50021,Rutland County,Vermont,"Rutland County, Vermont",55.603,30.38
50023,Washington County,Vermont,"Washington County, Vermont",47.614,28.181
50025,Windham County,Vermont,"Windham County, Vermont",51.198,27.986
50027,Windsor County,Vermont,"Windsor County, Vermont",50.901,25.267
51001,Accomack County,Virginia,"Accomack County, Virginia",68.082,33.38
51003,Albemarle County,Virginia,"Albemarle County, Virginia",82.729,35.305
51005,Alleghany County,Virginia,"Alleghany County, Virginia",79.365,30.607
51007,Amelia County,Virginia,"Amelia County, Virginia",80.016,33.986
51009,Amherst County,Virginia,"Amherst County, Virginia",82.969,34.792
